onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.331	0.5	9	2	2.0	377	1	Prac	1	n/a	1	427105	11.0	n/a	420774	1	n/a	6.331	0.5	6.0	52.9	58.9	7.1
6.944	0.5	9	2	2.0	336	1	Prac	1	n/a	2	427718	4.0	n/a	420774	1	n/a	6.944	0.5	6.0	52.9	58.9	7.1
7.574	0.5	9	2	2.0	336	1	Prac	1	n/a	3	428348	14.0	n/a	420774	1	n/a	7.574	0.5	6.0	52.9	58.9	7.1
8.188	0.5	9	2	2.0	428	1	Prac	1	n/a	4	428962	8.0	n/a	420774	1	n/a	8.188	0.5	6.0	52.9	58.9	7.1
8.801	0.5	9	3	3.0	367	1	Prac	1	n/a	5	429575	1.0	n/a	420774	1	n/a	8.801	0.5	6.0	52.9	58.9	7.1
9.431	0.5	9	1	1.0	353	1	Prac	1	n/a	6	430205	11.0	n/a	420774	1	n/a	9.431	0.5	6.0	52.9	58.9	7.1
10.045	0.5	9	2	2.0	362	1	Prac	1	n/a	7	430819	5.0	n/a	420774	1	n/a	10.045	0.5	6.0	52.9	58.9	7.1
10.675	0.5	9	1	1.0	367	1	Prac	1	n/a	8	431449	15.0	n/a	420774	1	n/a	10.675	0.5	6.0	52.9	58.9	7.1
11.288	0.5	9	2	2.0	319	1	Prac	1	n/a	9	432062	8.0	n/a	420774	1	n/a	11.288	0.5	6.0	52.9	58.9	7.1
11.902	0.5	9	4	4.0	376	1	Prac	1	n/a	10	432676	2.0	n/a	420774	1	n/a	11.902	0.5	6.0	52.9	58.9	7.1
12.532	0.5	9	1	1.0	355	1	Prac	1	n/a	11	433306	12.0	n/a	420774	1	n/a	12.532	0.5	6.0	52.9	58.9	7.1
13.145	0.5	9	3	3.0	351	1	Prac	1	n/a	12	433919	5.0	n/a	420774	1	n/a	13.145	0.5	6.0	52.9	58.9	7.1
13.775	0.5	9	2	2.0	317	1	Prac	1	n/a	13	434549	15.0	n/a	420774	1	n/a	13.775	0.5	6.0	52.9	58.9	7.1
14.389	0.5	9	4	4.0	351	1	Prac	1	n/a	14	435163	9.0	n/a	420774	1	n/a	14.389	0.5	6.0	52.9	58.9	7.1
15.002	0.5	9	2	2.0	328	1	Prac	1	n/a	15	435776	2.0	n/a	420774	1	n/a	15.002	0.5	6.0	52.9	58.9	7.1
15.632	0.5	9	3	3.0	335	1	Prac	1	n/a	16	436406	12.0	n/a	420774	1	n/a	15.632	0.5	6.0	52.9	58.9	7.1
16.245	0.5	9	4	4.0	338	1	Prac	1	n/a	17	437019	5.0	n/a	420774	1	n/a	16.245	0.5	6.0	52.9	58.9	7.1
16.875	0.5	9	1	1.0	360	1	Prac	1	n/a	18	437649	15.0	n/a	420774	1	n/a	16.875	0.5	6.0	52.9	58.9	7.1
17.489	0.5	9	1	1.0	345	1	Prac	1	n/a	19	438263	9.0	n/a	420774	1	n/a	17.489	0.5	6.0	52.9	58.9	7.1
18.102	0.5	9	4	4.0	356	1	Prac	1	n/a	20	438876	2.0	n/a	420774	1	n/a	18.102	0.5	6.0	52.9	58.9	7.1
18.732	0.5	9	1	1.0	374	1	Prac	1	n/a	21	439506	12.0	n/a	420774	1	n/a	18.732	0.5	6.0	52.9	58.9	7.1
19.346	0.5	9	2	2.0	372	1	Prac	1	n/a	22	440120	6.0	n/a	420774	1	n/a	19.346	0.5	6.0	52.9	58.9	7.1
19.976	0.5	9	3	3.0	378	1	Prac	1	n/a	23	440750	16.0	n/a	420774	1	n/a	19.976	0.5	6.0	52.9	58.9	7.1
20.589	0.5	9	2	2.0	376	1	Prac	1	n/a	24	441363	9.0	n/a	420774	1	n/a	20.589	0.5	6.0	52.9	58.9	7.1
21.203	0.5	9	4	4.0	363	1	Prac	1	n/a	25	441977	3.0	n/a	420774	1	n/a	21.203	0.5	6.0	52.9	58.9	7.1
21.833	0.5	9	2	2.0	321	1	Prac	1	n/a	26	442607	13.0	n/a	420774	1	n/a	21.833	0.5	6.0	52.9	58.9	7.1
22.446	0.5	9	2	2.0	286	1	Prac	1	n/a	27	443220	6.0	n/a	420774	1	n/a	22.446	0.5	6.0	52.9	58.9	7.1
23.076	0.5	9	3	3.0	344	1	Prac	1	n/a	28	443850	16.0	n/a	420774	1	n/a	23.076	0.5	6.0	52.9	58.9	7.1
23.689	0.5	9	2	2.0	313	1	Prac	1	n/a	29	444463	9.0	n/a	420774	1	n/a	23.689	0.5	6.0	52.9	58.9	7.1
24.303	0.5	9	2	2.0	283	1	Prac	1	n/a	30	445077	3.0	n/a	420774	1	n/a	24.303	0.5	6.0	52.9	58.9	7.1
24.933	0.5	9	2	2.0	233	1	Prac	1	n/a	31	445707	13.0	n/a	420774	1	n/a	24.933	0.5	6.0	52.9	58.9	7.1
25.546	0.5	9	2	2.0	262	1	Prac	1	n/a	32	446320	6.0	n/a	420774	1	n/a	25.546	0.5	6.0	52.9	58.9	7.1
