onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.323	0.5	35	2	2.0	366	1	Prac	1	1.0	1	39915	11.0	n/a	33592	3	n/a	6.323	0.5	6.0	52.9	58.9	7.1
6.937	0.5	35	4	4.0	368	1	Prac	1	1.0	2	40529	5.0	n/a	33592	3	n/a	6.937	0.5	6.0	52.9	58.9	7.1
7.567	0.5	35	1	1.0	323	1	Prac	1	1.0	3	41159	15.0	n/a	33592	3	n/a	7.567	0.5	6.0	52.9	58.9	7.1
8.18	0.5	35	1	1.0	419	1	Prac	1	1.0	4	41772	8.0	n/a	33592	3	n/a	8.18	0.5	6.0	52.9	58.9	7.1
8.793	0.5	35	3	3.0	318	1	Prac	1	1.0	5	42385	1.0	n/a	33592	3	n/a	8.793	0.5	6.0	52.9	58.9	7.1
9.423	0.5	35	2	2.0	327	1	P	1	1.0	6	43015	n/a	11.0	33592	3	n/a	9.423	0.5	6.0	52.9	58.9	7.1
10.037	0.5	35	3	3.0	341	1	R	1	1.0	7	43629	5.0	n/a	33592	3	n/a	10.037	0.5	6.0	52.9	58.9	7.1
10.667	0.5	35	4	4.0	331	1	P	1	1.0	8	44259	n/a	15.0	33592	3	PatternHigh	10.667	0.5	6.0	52.9	58.9	7.1
11.28	0.5	35	1	1.0	315	1	R	1	1.0	9	44872	8.0	n/a	33592	3	RandomLow	11.28	0.5	6.0	52.9	58.9	7.1
11.894	0.5	35	1	n/a	0	0	P	1	1.0	10	45486	n/a	2.0	33592	3	PatternHigh	11.894	0.5	6.0	52.9	58.9	7.1
12.524	0.5	35	4	4.0	308	1	R	1	1.0	11	46116	12.0	n/a	33592	3	RandomLow	12.524	0.5	6.0	52.9	58.9	7.1
13.137	0.5	35	3	3.0	348	1	P	1	1.0	12	46729	n/a	5.0	33592	3	PatternHigh	13.137	0.5	6.0	52.9	58.9	7.1
13.767	0.5	35	2	2.0	325	1	R	1	1.0	13	47359	15.0	n/a	33592	3	RandomLow	13.767	0.5	6.0	52.9	58.9	7.1
14.381	0.5	35	2	n/a	0	0	P	1	1.0	14	47973	n/a	9.0	33592	3	PatternHigh	14.381	0.5	6.0	52.9	58.9	7.1
14.994	0.5	35	1	1.0	332	1	R	1	1.0	15	48586	2.0	n/a	33592	3	RandomLow	14.994	0.5	6.0	52.9	58.9	7.1
15.624	0.5	35	4	4.0	337	1	P	1	1.0	16	49216	n/a	12.0	33592	3	PatternHigh	15.624	0.5	6.0	52.9	58.9	7.1
16.238	0.5	35	2	2.0	309	1	R	1	1.0	17	49830	6.0	n/a	33592	3	RandomLow	16.238	0.5	6.0	52.9	58.9	7.1
16.868	0.5	35	1	1.0	317	1	P	1	1.0	18	50460	n/a	16.0	33592	3	PatternHigh	16.868	0.5	6.0	52.9	58.9	7.1
17.481	0.5	35	2	2.0	338	1	R	1	1.0	19	51073	9.0	n/a	33592	3	RandomLow	17.481	0.5	6.0	52.9	58.9	7.1
18.094	0.5	35	3	3.0	349	1	P	1	1.0	20	51686	n/a	2.0	33592	3	PatternHigh	18.094	0.5	6.0	52.9	58.9	7.1
18.724	0.5	35	3	n/a	0	0	R	1	1.0	21	52316	12.0	n/a	33592	3	RandomLow	18.724	0.5	6.0	52.9	58.9	7.1
19.338	0.5	35	2	2.0	315	1	P	1	1.0	22	52930	n/a	6.0	33592	3	PatternHigh	19.338	0.5	6.0	52.9	58.9	7.1
19.968	0.5	35	2	n/a	0	0	R	1	1.0	23	53560	16.0	n/a	33592	3	RandomHigh	19.968	0.5	6.0	52.9	58.9	7.1
20.581	0.5	35	4	4.0	364	1	P	1	1.0	24	54173	n/a	9.0	33592	3	PatternHigh	20.581	0.5	6.0	52.9	58.9	7.1
21.195	0.5	35	4	n/a	0	0	R	1	1.0	25	54787	3.0	n/a	33592	3	RandomHigh	21.195	0.5	6.0	52.9	58.9	7.1
21.825	0.5	35	1	1.0	320	1	P	1	1.0	26	55417	n/a	13.0	33592	3	PatternHigh	21.825	0.5	6.0	52.9	58.9	7.1
22.438	0.5	35	3	3.0	356	1	R	1	1.0	27	56030	6.0	n/a	33592	3	RandomLow	22.438	0.5	6.0	52.9	58.9	7.1
23.052	0.5	35	3	n/a	0	0	P	1	1.0	28	56644	n/a	0.0	33592	3	PatternHigh	23.052	0.5	6.0	52.9	58.9	7.1
23.682	0.5	35	3	3.0	362	1	R	1	1.0	29	57274	10.0	n/a	33592	3	RandomLow	23.682	0.5	6.0	52.9	58.9	7.1
24.295	0.5	35	2	2.0	350	1	P	1	1.0	30	57887	n/a	3.0	33592	3	PatternHigh	24.295	0.5	6.0	52.9	58.9	7.1
24.925	0.5	35	3	3.0	369	1	R	1	1.0	31	58517	13.0	n/a	33592	3	RandomLow	24.925	0.5	6.0	52.9	58.9	7.1
25.538	0.5	35	4	4.0	344	1	P	1	1.0	32	59130	n/a	6.0	33592	3	PatternHigh	25.538	0.5	6.0	52.9	58.9	7.1
26.152	0.5	35	1	1.0	354	1	R	1	1.0	33	59744	0.0	n/a	33592	3	RandomLow	26.152	0.5	6.0	52.9	58.9	7.1
26.782	0.5	35	1	n/a	0	0	P	1	1.0	34	60374	n/a	10.0	33592	3	PatternHigh	26.782	0.5	6.0	52.9	58.9	7.1
27.395	0.5	35	3	3.0	302	1	R	1	1.0	35	60987	3.0	n/a	33592	3	RandomHigh	27.395	0.5	6.0	52.9	58.9	7.1
28.025	0.5	35	3	n/a	0	0	P	1	1.0	36	61617	n/a	13.0	33592	3	PatternHigh	28.025	0.5	6.0	52.9	58.9	7.1
28.639	0.5	35	3	3.0	309	1	R	1	1.0	37	62231	7.0	n/a	33592	3	RandomLow	28.639	0.5	6.0	52.9	58.9	7.1
29.252	0.5	35	2	2.0	344	1	P	1	1.0	38	62844	n/a	0.0	33592	3	PatternHigh	29.252	0.5	6.0	52.9	58.9	7.1
29.882	0.5	35	1	1.0	348	1	R	1	1.0	39	63474	10.0	n/a	33592	3	RandomLow	29.882	0.5	6.0	52.9	58.9	7.1
30.496	0.5	35	4	4.0	370	1	P	1	1.0	40	64088	n/a	4.0	33592	3	PatternHigh	30.496	0.5	6.0	52.9	58.9	7.1
31.126	0.5	35	2	2.0	316	1	R	1	1.0	41	64718	14.0	n/a	33592	3	RandomLow	31.126	0.5	6.0	52.9	58.9	7.1
31.739	0.5	35	1	1.0	362	1	P	1	1.0	42	65331	n/a	7.0	33592	3	PatternHigh	31.739	0.5	6.0	52.9	58.9	7.1
32.352	0.5	35	3	3.0	373	1	R	1	1.0	43	65944	0.0	n/a	33592	3	RandomLow	32.352	0.5	6.0	52.9	58.9	7.1
32.982	0.5	35	3	n/a	0	0	P	1	1.0	44	66574	n/a	10.0	33592	3	PatternHigh	32.982	0.5	6.0	52.9	58.9	7.1
33.596	0.5	35	4	4.0	338	1	R	1	1.0	45	67188	4.0	n/a	33592	3	RandomLow	33.596	0.5	6.0	52.9	58.9	7.1
34.226	0.5	35	2	2.0	333	1	P	1	1.0	46	67818	n/a	14.0	33592	3	PatternHigh	34.226	0.5	6.0	52.9	58.9	7.1
34.839	0.5	35	3	3.0	343	1	R	1	1.0	47	68431	7.0	n/a	33592	3	RandomLow	34.839	0.5	6.0	52.9	58.9	7.1
35.453	0.5	35	4	4.0	331	1	P	1	1.0	48	69045	n/a	1.0	33592	3	PatternHigh	35.453	0.5	6.0	52.9	58.9	7.1
36.083	0.5	35	4	n/a	0	0	R	1	1.0	49	69675	11.0	n/a	33592	3	RandomLow	36.083	0.5	6.0	52.9	58.9	7.1
36.696	0.5	35	1	1.0	314	1	P	1	1.0	50	70288	n/a	4.0	33592	3	PatternHigh	36.696	0.5	6.0	52.9	58.9	7.1
37.326	0.5	35	2	2.0	324	1	R	1	1.0	51	70918	14.0	n/a	33592	3	RandomLow	37.326	0.5	6.0	52.9	58.9	7.1
37.94	0.5	35	3	3.0	329	1	P	1	1.0	52	71532	n/a	8.0	33592	3	PatternHigh	37.94	0.5	6.0	52.9	58.9	7.1
38.553	0.5	35	4	4.0	386	1	R	1	1.0	53	72145	1.0	n/a	33592	3	RandomHigh	38.553	0.5	6.0	52.9	58.9	7.1
39.183	0.5	35	2	2.0	345	1	P	1	1.0	54	72775	n/a	11.0	33592	3	PatternHigh	39.183	0.5	6.0	52.9	58.9	7.1
39.797	0.5	35	2	n/a	0	0	R	1	1.0	55	73389	5.0	n/a	33592	3	RandomLow	39.797	0.5	6.0	52.9	58.9	7.1
40.427	0.5	35	4	4.0	379	1	P	1	1.0	56	74019	n/a	15.0	33592	3	PatternHigh	40.427	0.5	6.0	52.9	58.9	7.1
41.04	0.5	35	2	2.0	326	1	R	1	1.0	57	74632	8.0	n/a	33592	3	RandomLow	41.04	0.5	6.0	52.9	58.9	7.1
41.653	0.5	35	1	1.0	337	1	P	1	1.0	58	75245	n/a	1.0	33592	3	PatternHigh	41.653	0.5	6.0	52.9	58.9	7.1
42.283	0.5	35	1	n/a	0	0	R	1	1.0	59	75875	11.0	n/a	33592	3	RandomLow	42.283	0.5	6.0	52.9	58.9	7.1
