onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.324	0.5	29	4	4.0	347	1	Prac	1	n/a	1	385449	12.0	n/a	379125	1	n/a	6.324	0.5	6.0	52.9	58.9	7.1
6.937	0.5	29	2	2.0	484	1	Prac	1	n/a	2	386062	5.0	n/a	379125	1	n/a	6.937	0.5	6.0	52.9	58.9	7.1
7.567	0.5	29	3	3.0	398	1	Prac	1	n/a	3	386692	15.0	n/a	379125	1	n/a	7.567	0.5	6.0	52.9	58.9	7.1
8.181	0.5	29	1	1.0	324	1	Prac	1	n/a	4	387306	9.0	n/a	379125	1	n/a	8.181	0.5	6.0	52.9	58.9	7.1
8.794	0.5	29	4	4.0	339	1	Prac	1	n/a	5	387919	2.0	n/a	379125	1	n/a	8.794	0.5	6.0	52.9	58.9	7.1
9.424	0.5	29	2	2.0	395	1	Prac	1	n/a	6	388549	12.0	n/a	379125	1	n/a	9.424	0.5	6.0	52.9	58.9	7.1
10.038	0.5	29	4	4.0	361	1	Prac	1	n/a	7	389163	6.0	n/a	379125	1	n/a	10.038	0.5	6.0	52.9	58.9	7.1
10.668	0.5	29	3	3.0	408	1	Prac	1	n/a	8	389793	16.0	n/a	379125	1	n/a	10.668	0.5	6.0	52.9	58.9	7.1
11.281	0.5	29	2	2.0	351	1	Prac	1	n/a	9	390406	9.0	n/a	379125	1	n/a	11.281	0.5	6.0	52.9	58.9	7.1
11.895	0.5	29	2	2.0	361	1	Prac	1	n/a	10	391020	3.0	n/a	379125	1	n/a	11.895	0.5	6.0	52.9	58.9	7.1
12.525	0.5	29	3	3.0	417	1	Prac	1	n/a	11	391650	13.0	n/a	379125	1	n/a	12.525	0.5	6.0	52.9	58.9	7.1
13.138	0.5	29	2	2.0	336	1	Prac	1	n/a	12	392263	6.0	n/a	379125	1	n/a	13.138	0.5	6.0	52.9	58.9	7.1
13.752	0.5	29	4	4.0	372	1	Prac	1	n/a	13	392877	0.0	n/a	379125	1	n/a	13.752	0.5	6.0	52.9	58.9	7.1
14.382	0.5	29	2	2.0	489	1	Prac	1	n/a	14	393507	10.0	n/a	379125	1	n/a	14.382	0.5	6.0	52.9	58.9	7.1
14.995	0.5	29	4	4.0	399	1	Prac	1	n/a	15	394120	3.0	n/a	379125	1	n/a	14.995	0.5	6.0	52.9	58.9	7.1
15.625	0.5	29	4	4.0	355	1	Prac	1	n/a	16	394750	13.0	n/a	379125	1	n/a	15.625	0.5	6.0	52.9	58.9	7.1
16.238	0.5	29	3	3.0	404	1	Prac	1	n/a	17	395363	6.0	n/a	379125	1	n/a	16.238	0.5	6.0	52.9	58.9	7.1
16.852	0.5	29	2	2.0	346	1	Prac	1	n/a	18	395977	0.0	n/a	379125	1	n/a	16.852	0.5	6.0	52.9	58.9	7.1
17.482	0.5	29	4	4.0	354	1	Prac	1	n/a	19	396607	10.0	n/a	379125	1	n/a	17.482	0.5	6.0	52.9	58.9	7.1
18.095	0.5	29	4	4.0	322	1	Prac	1	n/a	20	397220	3.0	n/a	379125	1	n/a	18.095	0.5	6.0	52.9	58.9	7.1
18.725	0.5	29	2	2.0	343	1	Prac	1	n/a	21	397850	13.0	n/a	379125	1	n/a	18.725	0.5	6.0	52.9	58.9	7.1
19.339	0.5	29	1	1.0	332	1	Prac	1	n/a	22	398464	7.0	n/a	379125	1	n/a	19.339	0.5	6.0	52.9	58.9	7.1
19.952	0.5	29	4	4.0	327	1	Prac	1	n/a	23	399077	0.0	n/a	379125	1	n/a	19.952	0.5	6.0	52.9	58.9	7.1
20.582	0.5	29	1	1.0	338	1	Prac	1	n/a	24	399707	10.0	n/a	379125	1	n/a	20.582	0.5	6.0	52.9	58.9	7.1
21.196	0.5	29	2	2.0	394	1	Prac	1	n/a	25	400321	4.0	n/a	379125	1	n/a	21.196	0.5	6.0	52.9	58.9	7.1
21.826	0.5	29	4	4.0	334	1	Prac	1	n/a	26	400951	14.0	n/a	379125	1	n/a	21.826	0.5	6.0	52.9	58.9	7.1
22.439	0.5	29	2	2.0	308	1	Prac	1	n/a	27	401564	7.0	n/a	379125	1	n/a	22.439	0.5	6.0	52.9	58.9	7.1
23.052	0.5	29	2	2.0	344	1	Prac	1	n/a	28	402177	0.0	n/a	379125	1	n/a	23.052	0.5	6.0	52.9	58.9	7.1
23.682	0.5	29	3	4.0	355	0	Prac	1	n/a	29	402807	10.0	n/a	379125	1	n/a	23.682	0.5	6.0	52.9	58.9	7.1
24.296	0.5	29	1	1.0	394	1	Prac	1	n/a	30	403421	4.0	n/a	379125	1	n/a	24.296	0.5	6.0	52.9	58.9	7.1
24.926	0.5	29	4	4.0	351	1	Prac	1	n/a	31	404051	14.0	n/a	379125	1	n/a	24.926	0.5	6.0	52.9	58.9	7.1
25.539	0.5	29	4	4.0	358	1	Prac	1	n/a	32	404664	7.0	n/a	379125	1	n/a	25.539	0.5	6.0	52.9	58.9	7.1
26.153	0.5	29	3	3.0	414	1	Prac	1	n/a	33	405278	1.0	n/a	379125	1	n/a	26.153	0.5	6.0	52.9	58.9	7.1
26.783	0.5	29	3	3.0	366	1	Prac	1	n/a	34	405908	11.0	n/a	379125	1	n/a	26.783	0.5	6.0	52.9	58.9	7.1
27.396	0.5	29	2	2.0	368	1	Prac	1	n/a	35	406521	4.0	n/a	379125	1	n/a	27.396	0.5	6.0	52.9	58.9	7.1
28.026	0.5	29	2	2.0	338	1	Prac	1	n/a	36	407151	14.0	n/a	379125	1	n/a	28.026	0.5	6.0	52.9	58.9	7.1
28.64	0.5	29	3	3.0	421	1	Prac	1	n/a	37	407765	8.0	n/a	379125	1	n/a	28.64	0.5	6.0	52.9	58.9	7.1
