onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.329	0.5	21	3	3.0	423	1	Prac	1	n/a	1	343243	9.0	n/a	336914	1	n/a	6.329	0.5	6.0	52.9	58.9	7.1
6.942	0.5	21	4	4.0	348	1	Prac	1	n/a	2	343856	2.0	n/a	336914	1	n/a	6.942	0.5	6.0	52.9	58.9	7.1
7.572	0.5	21	4	4.0	367	1	Prac	1	n/a	3	344486	12.0	n/a	336914	1	n/a	7.572	0.5	6.0	52.9	58.9	7.1
8.186	0.5	21	4	4.0	320	1	Prac	1	n/a	4	345100	6.0	n/a	336914	1	n/a	8.186	0.5	6.0	52.9	58.9	7.1
8.816	0.5	21	4	4.0	228	1	Prac	1	n/a	5	345730	16.0	n/a	336914	1	n/a	8.816	0.5	6.0	52.9	58.9	7.1
9.429	0.5	21	1	1.0	346	1	Prac	1	n/a	6	346343	9.0	n/a	336914	1	n/a	9.429	0.5	6.0	52.9	58.9	7.1
10.042	0.5	21	4	4.0	354	1	Prac	1	n/a	7	346956	2.0	n/a	336914	1	n/a	10.042	0.5	6.0	52.9	58.9	7.1
10.672	0.5	21	2	2.0	314	1	Prac	1	n/a	8	347586	12.0	n/a	336914	1	n/a	10.672	0.5	6.0	52.9	58.9	7.1
11.286	0.5	21	3	3.0	365	1	Prac	1	n/a	9	348200	6.0	n/a	336914	1	n/a	11.286	0.5	6.0	52.9	58.9	7.1
11.916	0.5	21	3	3.0	375	1	Prac	1	n/a	10	348830	16.0	n/a	336914	1	n/a	11.916	0.5	6.0	52.9	58.9	7.1
12.529	0.5	21	2	1.0	286	0	Prac	1	n/a	11	349443	9.0	n/a	336914	1	n/a	12.529	0.5	6.0	52.9	58.9	7.1
13.143	0.5	21	2	2.0	28	1	Prac	1	n/a	12	350057	3.0	n/a	336914	1	n/a	13.143	0.5	6.0	52.9	58.9	7.1
13.773	0.5	21	4	2.0	37	0	Prac	1	n/a	13	350687	13.0	n/a	336914	1	n/a	13.773	0.5	6.0	52.9	58.9	7.1
14.386	0.5	21	3	3.0	392	1	Prac	1	n/a	14	351300	6.0	n/a	336914	1	n/a	14.386	0.5	6.0	52.9	58.9	7.1
15.0	0.5	21	2	n/a	0	0	Prac	1	n/a	15	351914	0.0	n/a	336914	1	n/a	15.0	0.5	6.0	52.9	58.9	7.1
15.63	0.5	21	1	1.0	323	1	Prac	1	n/a	16	352544	10.0	n/a	336914	1	n/a	15.63	0.5	6.0	52.9	58.9	7.1
16.243	0.5	21	3	3.0	304	1	Prac	1	n/a	17	353157	3.0	n/a	336914	1	n/a	16.243	0.5	6.0	52.9	58.9	7.1
16.873	0.5	21	3	3.0	358	1	Prac	1	n/a	18	353787	13.0	n/a	336914	1	n/a	16.873	0.5	6.0	52.9	58.9	7.1
17.487	0.5	21	4	4.0	308	1	Prac	1	n/a	19	354401	7.0	n/a	336914	1	n/a	17.487	0.5	6.0	52.9	58.9	7.1
18.1	0.5	21	1	2.0	316	0	Prac	1	n/a	20	355014	0.0	n/a	336914	1	n/a	18.1	0.5	6.0	52.9	58.9	7.1
18.73	0.5	21	4	4.0	423	1	Prac	1	n/a	21	355644	10.0	n/a	336914	1	n/a	18.73	0.5	6.0	52.9	58.9	7.1
19.343	0.5	21	3	3.0	305	1	Prac	1	n/a	22	356257	3.0	n/a	336914	1	n/a	19.343	0.5	6.0	52.9	58.9	7.1
19.973	0.5	21	1	1.0	281	1	Prac	1	n/a	23	356887	13.0	n/a	336914	1	n/a	19.973	0.5	6.0	52.9	58.9	7.1
20.587	0.5	21	2	2.0	388	1	Prac	1	n/a	24	357501	7.0	n/a	336914	1	n/a	20.587	0.5	6.0	52.9	58.9	7.1
