onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.324	0.5	27	4	4.0	411	1	Prac	1	n/a	1	56677	4.0	n/a	50353	1	n/a	6.324	0.5	6.0	52.9	58.9	7.1
6.954	0.5	27	3	3.0	375	1	Prac	1	n/a	2	57307	14.0	n/a	50353	1	n/a	6.954	0.5	6.0	52.9	58.9	7.1
7.567	0.5	27	2	2.0	363	1	Prac	1	n/a	3	57920	7.0	n/a	50353	1	n/a	7.567	0.5	6.0	52.9	58.9	7.1
8.181	0.5	27	2	2.0	383	1	Prac	1	n/a	4	58534	1.0	n/a	50353	1	n/a	8.181	0.5	6.0	52.9	58.9	7.1
8.811	0.5	27	3	3.0	385	1	Prac	1	n/a	5	59164	11.0	n/a	50353	1	n/a	8.811	0.5	6.0	52.9	58.9	7.1
9.424	0.5	27	4	4.0	434	1	Prac	1	n/a	6	59777	4.0	n/a	50353	1	n/a	9.424	0.5	6.0	52.9	58.9	7.1
10.054	0.5	27	1	1.0	397	1	Prac	1	n/a	7	60407	14.0	n/a	50353	1	n/a	10.054	0.5	6.0	52.9	58.9	7.1
10.668	0.5	27	4	4.0	420	1	Prac	1	n/a	8	61021	8.0	n/a	50353	1	n/a	10.668	0.5	6.0	52.9	58.9	7.1
11.281	0.5	27	2	2.0	375	1	Prac	1	n/a	9	61634	1.0	n/a	50353	1	n/a	11.281	0.5	6.0	52.9	58.9	7.1
11.911	0.5	27	2	2.0	325	1	Prac	1	n/a	10	62264	11.0	n/a	50353	1	n/a	11.911	0.5	6.0	52.9	58.9	7.1
12.524	0.5	27	3	3.0	355	1	Prac	1	n/a	11	62877	4.0	n/a	50353	1	n/a	12.524	0.5	6.0	52.9	58.9	7.1
13.154	0.5	27	4	4.0	405	1	Prac	1	n/a	12	63507	14.0	n/a	50353	1	n/a	13.154	0.5	6.0	52.9	58.9	7.1
13.768	0.5	27	1	1.0	311	1	Prac	1	n/a	13	64121	8.0	n/a	50353	1	n/a	13.768	0.5	6.0	52.9	58.9	7.1
14.381	0.5	27	3	3.0	367	1	Prac	1	n/a	14	64734	1.0	n/a	50353	1	n/a	14.381	0.5	6.0	52.9	58.9	7.1
15.011	0.5	27	4	4.0	378	1	Prac	1	n/a	15	65364	11.0	n/a	50353	1	n/a	15.011	0.5	6.0	52.9	58.9	7.1
15.625	0.5	27	3	3.0	386	1	Prac	1	n/a	16	65978	5.0	n/a	50353	1	n/a	15.625	0.5	6.0	52.9	58.9	7.1
16.255	0.5	27	2	2.0	323	1	Prac	1	n/a	17	66608	15.0	n/a	50353	1	n/a	16.255	0.5	6.0	52.9	58.9	7.1
16.868	0.5	27	2	2.0	363	1	Prac	1	n/a	18	67221	8.0	n/a	50353	1	n/a	16.868	0.5	6.0	52.9	58.9	7.1
17.482	0.5	27	3	3.0	349	1	Prac	1	n/a	19	67835	2.0	n/a	50353	1	n/a	17.482	0.5	6.0	52.9	58.9	7.1
18.112	0.5	27	3	3.0	327	1	Prac	1	n/a	20	68465	12.0	n/a	50353	1	n/a	18.112	0.5	6.0	52.9	58.9	7.1
18.725	0.5	27	2	2.0	314	1	Prac	1	n/a	21	69078	5.0	n/a	50353	1	n/a	18.725	0.5	6.0	52.9	58.9	7.1
19.355	0.5	27	4	4.0	374	1	Prac	1	n/a	22	69708	15.0	n/a	50353	1	n/a	19.355	0.5	6.0	52.9	58.9	7.1
19.969	0.5	27	4	4.0	374	1	Prac	1	n/a	23	70322	9.0	n/a	50353	1	n/a	19.969	0.5	6.0	52.9	58.9	7.1
20.582	0.5	27	4	4.0	281	1	Prac	1	n/a	24	70935	2.0	n/a	50353	1	n/a	20.582	0.5	6.0	52.9	58.9	7.1
21.212	0.5	27	1	1.0	326	1	Prac	1	n/a	25	71565	12.0	n/a	50353	1	n/a	21.212	0.5	6.0	52.9	58.9	7.1
21.825	0.5	27	3	3.0	328	1	Prac	1	n/a	26	72178	5.0	n/a	50353	1	n/a	21.825	0.5	6.0	52.9	58.9	7.1
22.455	0.5	27	3	3.0	289	1	Prac	1	n/a	27	72808	15.0	n/a	50353	1	n/a	22.455	0.5	6.0	52.9	58.9	7.1
23.069	0.5	27	2	2.0	315	1	Prac	1	n/a	28	73422	9.0	n/a	50353	1	n/a	23.069	0.5	6.0	52.9	58.9	7.1
23.682	0.5	27	3	4.0	344	0	Prac	1	n/a	29	74035	2.0	n/a	50353	1	n/a	23.682	0.5	6.0	52.9	58.9	7.1
24.312	0.5	27	4	4.0	371	1	Prac	1	n/a	30	74665	12.0	n/a	50353	1	n/a	24.312	0.5	6.0	52.9	58.9	7.1
24.926	0.5	27	2	2.0	407	1	Prac	1	n/a	31	75279	6.0	n/a	50353	1	n/a	24.926	0.5	6.0	52.9	58.9	7.1
25.556	0.5	27	4	4.0	424	1	Prac	1	n/a	32	75909	16.0	n/a	50353	1	n/a	25.556	0.5	6.0	52.9	58.9	7.1
26.169	0.5	27	4	4.0	404	1	Prac	1	n/a	33	76522	9.0	n/a	50353	1	n/a	26.169	0.5	6.0	52.9	58.9	7.1
