onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.32	0.5	11	1	1.0	359	1	Prac	1	1.0	1	39042	8.0	n/a	32722	2	n/a	6.32	0.5	6.0	52.9	58.9	7.1
6.933	0.5	11	3	3.0	370	1	Prac	1	1.0	2	39655	1.0	n/a	32722	2	n/a	6.933	0.5	6.0	52.9	58.9	7.1
7.563	0.5	11	4	4.0	350	1	Prac	1	1.0	3	40285	11.0	n/a	32722	2	n/a	7.563	0.5	6.0	52.9	58.9	7.1
8.177	0.5	11	1	1.0	349	1	Prac	1	1.0	4	40899	5.0	n/a	32722	2	n/a	8.177	0.5	6.0	52.9	58.9	7.1
8.807	0.5	11	2	2.0	295	1	Prac	1	1.0	5	41529	15.0	n/a	32722	2	n/a	8.807	0.5	6.0	52.9	58.9	7.1
9.42	0.5	11	2	2.0	328	1	P	1	1.0	6	42142	n/a	8.0	32722	2	n/a	9.42	0.5	6.0	52.9	58.9	7.1
10.034	0.5	11	1	1.0	329	1	R	1	1.0	7	42756	2.0	n/a	32722	2	n/a	10.034	0.5	6.0	52.9	58.9	7.1
10.664	0.5	11	4	3.0	335	0	P	1	1.0	8	43386	n/a	12.0	32722	2	PatternHigh	10.664	0.5	6.0	52.9	58.9	7.1
11.277	0.5	11	1	4.0	9	0	R	1	1.0	9	43999	5.0	n/a	32722	2	RandomLow	11.277	0.5	6.0	52.9	58.9	7.1
11.907	0.5	11	1	1.0	349	1	P	1	1.0	10	44629	n/a	15.0	32722	2	PatternHigh	11.907	0.5	6.0	52.9	58.9	7.1
12.521	0.5	11	4	4.0	387	1	R	1	1.0	11	45243	9.0	n/a	32722	2	RandomLow	12.521	0.5	6.0	52.9	58.9	7.1
13.134	0.5	11	3	3.0	342	1	P	1	1.0	12	45856	n/a	2.0	32722	2	PatternHigh	13.134	0.5	6.0	52.9	58.9	7.1
13.764	0.5	11	1	1.0	380	1	R	1	1.0	13	46486	12.0	n/a	32722	2	RandomHigh	13.764	0.5	6.0	52.9	58.9	7.1
14.378	0.5	11	2	2.0	322	1	P	1	1.0	14	47100	n/a	6.0	32722	2	PatternHigh	14.378	0.5	6.0	52.9	58.9	7.1
15.008	0.5	11	4	4.0	388	1	R	1	1.0	15	47730	16.0	n/a	32722	2	RandomLow	15.008	0.5	6.0	52.9	58.9	7.1
15.621	0.5	11	4	4.0	363	1	P	1	1.0	16	48343	n/a	9.0	32722	2	PatternHigh	15.621	0.5	6.0	52.9	58.9	7.1
16.234	0.5	11	2	2.0	402	1	R	1	1.0	17	48956	2.0	n/a	32722	2	RandomLow	16.234	0.5	6.0	52.9	58.9	7.1
16.864	0.5	11	1	1.0	300	1	P	1	1.0	18	49586	n/a	12.0	32722	2	PatternHigh	16.864	0.5	6.0	52.9	58.9	7.1
17.478	0.5	11	3	3.0	367	1	R	1	1.0	19	50200	6.0	n/a	32722	2	RandomLow	17.478	0.5	6.0	52.9	58.9	7.1
18.108	0.5	11	3	3.0	359	1	P	1	1.0	20	50830	n/a	16.0	32722	2	PatternHigh	18.108	0.5	6.0	52.9	58.9	7.1
18.721	0.5	11	1	1.0	378	1	R	1	1.0	21	51443	9.0	n/a	32722	2	RandomLow	18.721	0.5	6.0	52.9	58.9	7.1
19.335	0.5	11	2	2.0	325	1	P	1	1.0	22	52057	n/a	3.0	32722	2	PatternHigh	19.335	0.5	6.0	52.9	58.9	7.1
19.965	0.5	11	1	1.0	370	1	R	1	1.0	23	52687	13.0	n/a	32722	2	RandomLow	19.965	0.5	6.0	52.9	58.9	7.1
20.578	0.5	11	4	4.0	406	1	P	1	1.0	24	53300	n/a	6.0	32722	2	PatternHigh	20.578	0.5	6.0	52.9	58.9	7.1
21.192	0.5	11	4	4.0	349	1	R	1	1.0	25	53914	0.0	n/a	32722	2	RandomLow	21.192	0.5	6.0	52.9	58.9	7.1
21.822	0.5	11	1	1.0	399	1	P	1	1.0	26	54544	n/a	10.0	32722	2	PatternHigh	21.822	0.5	6.0	52.9	58.9	7.1
22.435	0.5	11	1	1.0	313	1	R	1	1.0	27	55157	3.0	n/a	32722	2	RandomHigh	22.435	0.5	6.0	52.9	58.9	7.1
23.065	0.5	11	3	3.0	328	1	P	1	1.0	28	55787	n/a	13.0	32722	2	PatternHigh	23.065	0.5	6.0	52.9	58.9	7.1
23.678	0.5	11	1	1.0	374	1	R	1	1.0	29	56400	6.0	n/a	32722	2	RandomLow	23.678	0.5	6.0	52.9	58.9	7.1
24.292	0.5	11	2	2.0	383	1	P	1	1.0	30	57014	n/a	0.0	32722	2	PatternHigh	24.292	0.5	6.0	52.9	58.9	7.1
24.922	0.5	11	4	4.0	432	1	R	1	1.0	31	57644	10.0	n/a	32722	2	RandomLow	24.922	0.5	6.0	52.9	58.9	7.1
25.535	0.5	11	4	4.0	399	1	P	1	1.0	32	58257	n/a	3.0	32722	2	PatternHigh	25.535	0.5	6.0	52.9	58.9	7.1
26.165	0.5	11	2	1.0	342	0	R	1	1.0	33	58887	13.0	n/a	32722	2	RandomLow	26.165	0.5	6.0	52.9	58.9	7.1
26.779	0.5	11	1	2.0	17	0	P	1	1.0	34	59501	n/a	7.0	32722	2	PatternHigh	26.779	0.5	6.0	52.9	58.9	7.1
27.392	0.5	11	4	4.0	475	1	R	1	1.0	35	60114	0.0	n/a	32722	2	RandomHigh	27.392	0.5	6.0	52.9	58.9	7.1
28.022	0.5	11	3	3.0	359	1	P	1	1.0	36	60744	n/a	10.0	32722	2	PatternHigh	28.022	0.5	6.0	52.9	58.9	7.1
28.636	0.5	11	2	2.0	385	1	R	1	1.0	37	61358	4.0	n/a	32722	2	RandomLow	28.636	0.5	6.0	52.9	58.9	7.1
29.266	0.5	11	2	2.0	348	1	P	1	1.0	38	61988	n/a	14.0	32722	2	PatternHigh	29.266	0.5	6.0	52.9	58.9	7.1
29.879	0.5	11	1	1.0	366	1	R	1	1.0	39	62601	7.0	n/a	32722	2	RandomLow	29.879	0.5	6.0	52.9	58.9	7.1
30.493	0.5	11	4	4.0	367	1	P	1	1.0	40	63215	n/a	1.0	32722	2	PatternHigh	30.493	0.5	6.0	52.9	58.9	7.1
31.123	0.5	11	1	1.0	387	1	R	1	1.0	41	63845	11.0	n/a	32722	2	RandomLow	31.123	0.5	6.0	52.9	58.9	7.1
31.736	0.5	11	1	1.0	340	1	P	1	1.0	42	64458	n/a	4.0	32722	2	PatternHigh	31.736	0.5	6.0	52.9	58.9	7.1
32.366	0.5	11	3	3.0	366	1	R	1	1.0	43	65088	14.0	n/a	32722	2	RandomHigh	32.366	0.5	6.0	52.9	58.9	7.1
32.979	0.5	11	3	3.0	460	1	P	1	1.0	44	65701	n/a	7.0	32722	2	PatternHigh	32.979	0.5	6.0	52.9	58.9	7.1
33.593	0.5	11	3	3.0	470	1	R	1	1.0	45	66315	1.0	n/a	32722	2	RandomLow	33.593	0.5	6.0	52.9	58.9	7.1
34.223	0.5	11	2	2.0	391	1	P	1	1.0	46	66945	n/a	11.0	32722	2	PatternHigh	34.223	0.5	6.0	52.9	58.9	7.1
34.836	0.5	11	3	3.0	342	1	R	1	1.0	47	67558	4.0	n/a	32722	2	RandomLow	34.836	0.5	6.0	52.9	58.9	7.1
35.466	0.5	11	4	4.0	445	1	P	1	1.0	48	68188	n/a	14.0	32722	2	PatternHigh	35.466	0.5	6.0	52.9	58.9	7.1
36.08	0.5	11	2	2.0	342	1	R	1	1.0	49	68802	8.0	n/a	32722	2	RandomHigh	36.08	0.5	6.0	52.9	58.9	7.1
36.693	0.5	11	1	1.0	358	1	P	1	1.0	50	69415	n/a	1.0	32722	2	PatternHigh	36.693	0.5	6.0	52.9	58.9	7.1
37.323	0.5	11	3	3.0	349	1	R	1	1.0	51	70045	11.0	n/a	32722	2	RandomLow	37.323	0.5	6.0	52.9	58.9	7.1
37.937	0.5	11	3	3.0	321	1	P	1	1.0	52	70659	n/a	5.0	32722	2	PatternHigh	37.937	0.5	6.0	52.9	58.9	7.1
38.567	0.5	11	4	4.0	403	1	R	1	1.0	53	71289	15.0	n/a	32722	2	RandomLow	38.567	0.5	6.0	52.9	58.9	7.1
39.18	0.5	11	2	2.0	332	1	P	1	1.0	54	71902	n/a	8.0	32722	2	PatternHigh	39.18	0.5	6.0	52.9	58.9	7.1
39.793	0.5	11	4	4.0	355	1	R	1	1.0	55	72515	1.0	n/a	32722	2	RandomLow	39.793	0.5	6.0	52.9	58.9	7.1
40.423	0.5	11	4	4.0	381	1	P	1	1.0	56	73145	n/a	11.0	32722	2	PatternHigh	40.423	0.5	6.0	52.9	58.9	7.1
41.037	0.5	11	4	4.0	445	1	R	1	1.0	57	73759	5.0	n/a	32722	2	RandomLow	41.037	0.5	6.0	52.9	58.9	7.1
41.667	0.5	11	1	1.0	374	1	P	1	1.0	58	74389	n/a	15.0	32722	2	PatternHigh	41.667	0.5	6.0	52.9	58.9	7.1
42.28	0.5	11	2	2.0	392	1	R	1	1.0	59	75002	8.0	n/a	32722	2	RandomLow	42.28	0.5	6.0	52.9	58.9	7.1
42.894	0.5	11	3	3.0	375	1	P	1	1.0	60	75616	n/a	2.0	32722	2	PatternHigh	42.894	0.5	6.0	52.9	58.9	7.1
43.524	0.5	11	3	3.0	392	1	R	1	1.0	61	76246	12.0	n/a	32722	2	RandomLow	43.524	0.5	6.0	52.9	58.9	7.1
44.137	0.5	11	2	2.0	372	1	P	1	1.0	62	76859	n/a	5.0	32722	2	PatternHigh	44.137	0.5	6.0	52.9	58.9	7.1
44.767	0.5	11	4	4.0	444	1	R	1	1.0	63	77489	15.0	n/a	32722	2	RandomLow	44.767	0.5	6.0	52.9	58.9	7.1
45.381	0.5	11	4	4.0	387	1	P	1	1.0	64	78103	n/a	9.0	32722	2	PatternHigh	45.381	0.5	6.0	52.9	58.9	7.1
45.994	0.5	11	4	4.0	432	1	R	1	1.0	65	78716	2.0	n/a	32722	2	RandomLow	45.994	0.5	6.0	52.9	58.9	7.1
46.624	0.5	11	1	1.0	409	1	P	1	1.0	66	79346	n/a	12.0	32722	2	PatternHigh	46.624	0.5	6.0	52.9	58.9	7.1
47.238	0.5	11	1	1.0	332	1	R	1	1.0	67	79960	6.0	n/a	32722	2	RandomHigh	47.238	0.5	6.0	52.9	58.9	7.1
47.868	0.5	11	3	3.0	355	1	P	1	1.0	68	80590	n/a	16.0	32722	2	PatternHigh	47.868	0.5	6.0	52.9	58.9	7.1
48.481	0.5	11	4	4.0	425	1	R	1	1.0	69	81203	9.0	n/a	32722	2	RandomLow	48.481	0.5	6.0	52.9	58.9	7.1
49.094	0.5	11	2	2.0	336	1	P	1	1.0	70	81816	n/a	2.0	32722	2	PatternHigh	49.094	0.5	6.0	52.9	58.9	7.1
49.724	0.5	11	2	2.0	371	1	R	1	1.0	71	82446	12.0	n/a	32722	2	RandomLow	49.724	0.5	6.0	52.9	58.9	7.1
50.338	0.5	11	4	4.0	390	1	P	1	1.0	72	83060	n/a	6.0	32722	2	PatternHigh	50.338	0.5	6.0	52.9	58.9	7.1
50.968	0.5	11	3	3.0	430	1	R	1	1.0	73	83690	16.0	n/a	32722	2	RandomLow	50.968	0.5	6.0	52.9	58.9	7.1
51.581	0.5	11	1	1.0	397	1	P	1	1.0	74	84303	n/a	9.0	32722	2	PatternHigh	51.581	0.5	6.0	52.9	58.9	7.1
52.195	0.5	11	1	1.0	416	1	R	1	1.0	75	84917	3.0	n/a	32722	2	RandomLow	52.195	0.5	6.0	52.9	58.9	7.1
52.825	0.5	11	3	3.0	387	1	P	1	1.0	76	85547	n/a	13.0	32722	2	PatternHigh	52.825	0.5	6.0	52.9	58.9	7.1
53.438	0.5	11	3	3.0	337	1	R	1	1.0	77	86160	6.0	n/a	32722	2	RandomHigh	53.438	0.5	6.0	52.9	58.9	7.1
54.052	0.5	11	2	2.0	356	1	P	1	1.0	78	86774	n/a	0.0	32722	2	PatternHigh	54.052	0.5	6.0	52.9	58.9	7.1
54.682	0.5	11	3	3.0	395	1	R	1	1.0	79	87404	10.0	n/a	32722	2	RandomLow	54.682	0.5	6.0	52.9	58.9	7.1
55.295	0.5	11	4	4.0	384	1	P	1	1.0	80	88017	n/a	3.0	32722	2	PatternHigh	55.295	0.5	6.0	52.9	58.9	7.1
55.925	0.5	11	3	3.0	404	1	R	1	1.0	81	88647	13.0	n/a	32722	2	RandomLow	55.925	0.5	6.0	52.9	58.9	7.1
56.538	0.5	11	1	1.0	404	1	P	1	1.0	82	89260	n/a	6.0	32722	2	PatternHigh	56.538	0.5	6.0	52.9	58.9	7.1
57.152	0.5	11	2	2.0	342	1	R	1	1.0	83	89874	0.0	n/a	32722	2	RandomHigh	57.152	0.5	6.0	52.9	58.9	7.1
57.782	0.5	11	3	3.0	340	1	P	1	1.0	84	90504	n/a	10.0	32722	2	PatternHigh	57.782	0.5	6.0	52.9	58.9	7.1
58.395	0.5	11	3	3.0	392	1	R	1	1.0	85	91117	3.0	n/a	32722	2	RandomLow	58.395	0.5	6.0	52.9	58.9	7.1
66.32	0.5	11	3	3.0	336	1	Prac	2	2.0	1	99042	0.0	n/a	32722	2	n/a	66.32	0.5	66.0	52.9	118.9	7.1
66.95	0.5	11	3	3.0	336	1	Prac	2	2.0	2	99672	10.0	n/a	32722	2	n/a	66.95	0.5	66.0	52.9	118.9	7.1
67.564	0.5	11	2	2.0	340	1	Prac	2	2.0	3	100286	4.0	n/a	32722	2	n/a	67.564	0.5	66.0	52.9	118.9	7.1
68.194	0.5	11	3	3.0	327	1	Prac	2	2.0	4	100916	14.0	n/a	32722	2	n/a	68.194	0.5	66.0	52.9	118.9	7.1
68.807	0.5	11	1	1.0	362	1	Prac	2	2.0	5	101529	7.0	n/a	32722	2	n/a	68.807	0.5	66.0	52.9	118.9	7.1
69.42	0.5	11	2	2.0	425	1	P	2	2.0	6	102142	n/a	0.0	32722	2	n/a	69.42	0.5	66.0	52.9	118.9	7.1
