onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.326	0.5	9	1	1.0	337	1	Prac	1	1.0	1	36688	6.0	n/a	30362	3	n/a	6.326	0.5	6.0	52.9	58.9	7.1
6.956	0.5	9	1	1.0	302	1	Prac	1	1.0	2	37318	16.0	n/a	30362	3	n/a	6.956	0.5	6.0	52.9	58.9	7.1
7.569	0.5	9	1	1.0	261	1	Prac	1	1.0	3	37931	9.0	n/a	30362	3	n/a	7.569	0.5	6.0	52.9	58.9	7.1
8.183	0.5	9	4	4.0	333	1	Prac	1	1.0	4	38545	3.0	n/a	30362	3	n/a	8.183	0.5	6.0	52.9	58.9	7.1
8.813	0.5	9	3	3.0	336	1	Prac	1	1.0	5	39175	13.0	n/a	30362	3	n/a	8.813	0.5	6.0	52.9	58.9	7.1
9.426	0.5	9	2	2.0	297	1	P	1	1.0	6	39788	n/a	6.0	30362	3	n/a	9.426	0.5	6.0	52.9	58.9	7.1
10.056	0.5	9	4	4.0	341	1	R	1	1.0	7	40418	16.0	n/a	30362	3	n/a	10.056	0.5	6.0	52.9	58.9	7.1
10.669	0.5	9	3	3.0	360	1	P	1	1.0	8	41031	n/a	9.0	30362	3	PatternHigh	10.669	0.5	6.0	52.9	58.9	7.1
11.283	0.5	9	1	1.0	282	1	R	1	1.0	9	41645	3.0	n/a	30362	3	RandomLow	11.283	0.5	6.0	52.9	58.9	7.1
11.913	0.5	9	1	1.0	244	1	P	1	1.0	10	42275	n/a	13.0	30362	3	PatternHigh	11.913	0.5	6.0	52.9	58.9	7.1
12.526	0.5	9	3	3.0	287	1	R	1	1.0	11	42888	6.0	n/a	30362	3	RandomLow	12.526	0.5	6.0	52.9	58.9	7.1
13.14	0.5	9	4	4.0	307	1	P	1	1.0	12	43502	n/a	0.0	30362	3	PatternHigh	13.14	0.5	6.0	52.9	58.9	7.1
13.77	0.5	9	2	4.0	201	0	R	1	1.0	13	44132	10.0	n/a	30362	3	RandomLow	13.77	0.5	6.0	52.9	58.9	7.1
