onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.321	0.5	14	2	2.0	376	1	Prac	1	1.0	1	41659	1.0	n/a	35338	2	n/a	6.321	0.5	6.0	52.9	58.9	7.1
6.95	0.5	14	1	1.0	328	1	Prac	1	1.0	2	42288	10.0	n/a	35338	2	n/a	6.95	0.5	6.0	52.9	58.9	7.1
7.564	0.5	14	1	1.0	232	1	Prac	1	1.0	3	42902	4.0	n/a	35338	2	n/a	7.564	0.5	6.0	52.9	58.9	7.1
8.194	0.5	14	3	1.0	193	0	Prac	1	1.0	4	43532	14.0	n/a	35338	2	n/a	8.194	0.5	6.0	52.9	58.9	7.1
8.807	0.5	14	3	3.0	269	1	Prac	1	1.0	5	44145	7.0	n/a	35338	2	n/a	8.807	0.5	6.0	52.9	58.9	7.1
9.421	0.5	14	3	3.0	296	1	P	1	1.0	6	44759	n/a	1.0	35338	2	n/a	9.421	0.5	6.0	52.9	58.9	7.1
10.051	0.5	14	2	2.0	306	1	R	1	1.0	7	45389	11.0	n/a	35338	2	n/a	10.051	0.5	6.0	52.9	58.9	7.1
10.664	0.5	14	1	2.0	201	0	P	1	1.0	8	46002	n/a	4.0	35338	2	PatternHigh	10.664	0.5	6.0	52.9	58.9	7.1
11.294	0.5	14	3	3.0	366	1	R	1	1.0	9	46632	14.0	n/a	35338	2	RandomHigh	11.294	0.5	6.0	52.9	58.9	7.1
11.908	0.5	14	4	4.0	374	1	P	1	1.0	10	47246	n/a	8.0	35338	2	PatternHigh	11.908	0.5	6.0	52.9	58.9	7.1
12.521	0.5	14	1	1.0	324	1	R	1	1.0	11	47859	1.0	n/a	35338	2	RandomHigh	12.521	0.5	6.0	52.9	58.9	7.1
13.151	0.5	14	2	1.0	209	0	P	1	1.0	12	48489	n/a	11.0	35338	2	PatternHigh	13.151	0.5	6.0	52.9	58.9	7.1
13.765	0.5	14	1	1.0	387	1	R	1	1.0	13	49103	5.0	n/a	35338	2	RandomLow	13.765	0.5	6.0	52.9	58.9	7.1
14.395	0.5	14	3	3.0	354	1	P	1	1.0	14	49733	n/a	15.0	35338	2	PatternHigh	14.395	0.5	6.0	52.9	58.9	7.1
15.008	0.5	14	2	2.0	373	1	R	1	1.0	15	50346	8.0	n/a	35338	2	RandomLow	15.008	0.5	6.0	52.9	58.9	7.1
15.621	0.5	14	1	1.0	320	1	P	1	1.0	16	50959	n/a	1.0	35338	2	PatternHigh	15.621	0.5	6.0	52.9	58.9	7.1
16.251	0.5	14	2	3.0	352	0	R	1	1.0	17	51589	11.0	n/a	35338	2	RandomLow	16.251	0.5	6.0	52.9	58.9	7.1
