onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
6.324	0.5	17	2	3.0	287	0	Prac	1	1.0	1	19338	4.0	n/a	13014	3	n/a	6.324	0.5	6.0	52.9	58.9	7.1
6.954	0.5	17	2	2.0	138	1	Prac	1	1.0	2	19968	14.0	n/a	13014	3	n/a	6.954	0.5	6.0	52.9	58.9	7.1
7.567	0.5	17	4	2.0	133	0	Prac	1	1.0	3	20581	7.0	n/a	13014	3	n/a	7.567	0.5	6.0	52.9	58.9	7.1
8.18	0.5	17	4	4.0	212	1	Prac	1	1.0	4	21194	0.0	n/a	13014	3	n/a	8.18	0.5	6.0	52.9	58.9	7.1
8.81	0.5	17	1	4.0	150	0	Prac	1	1.0	5	21824	10.0	n/a	13014	3	n/a	8.81	0.5	6.0	52.9	58.9	7.1
9.424	0.5	17	3	1.0	173	0	P	1	1.0	6	22438	n/a	4.0	13014	3	n/a	9.424	0.5	6.0	52.9	58.9	7.1
10.054	0.5	17	3	3.0	182	1	R	1	1.0	7	23068	14.0	n/a	13014	3	n/a	10.054	0.5	6.0	52.9	58.9	7.1
10.667	0.5	17	4	3.0	27	0	P	1	1.0	8	23681	n/a	7.0	13014	3	PatternHigh	10.667	0.5	6.0	52.9	58.9	7.1
11.281	0.5	17	4	4.0	203	1	R	1	1.0	9	24295	1.0	n/a	13014	3	RandomHigh	11.281	0.5	6.0	52.9	58.9	7.1
11.911	0.5	17	1	2.0	276	0	P	1	1.0	10	24925	n/a	11.0	13014	3	PatternHigh	11.911	0.5	6.0	52.9	58.9	7.1
12.524	0.5	17	4	1.0	188	0	R	1	1.0	11	25538	4.0	n/a	13014	3	RandomLow	12.524	0.5	6.0	52.9	58.9	7.1
